Line number,Character,Off screen,Place,Time,Line,Word count
546,Capt. Koons,False,Ext. Front Of Marsellus Wallace'S House,night,"Hello, little man. Boy I sure heard a bunch about you. See, I was a good friend of your Daddy's. We were in that Hanoi pit of hell over five years together. Hopefully, you'll never have to experience this yourself, but when two men are in a situation like me and your Daddy were, for as long as we were, you take on certain responsibilities of the other. If it had been me who had not made it, Major Coolidge would be talkin' right now to my son Jim. But the way it worked out is I'm talkin' to you, Butch. I got somethin' for ya.",106
547,Capt. Koons,False,Ext. Front Of Marsellus Wallace'S House,night,"This watch I got here was first purchased by your great-granddaddy. It was bought during the First World War in a little general store in Knoxville, Tennessee. It was bought by private Doughboy Ernie Coolidge the day he set sail for Paris. It was your great-granddaddy's war watch, made by the first company to ever make wrist watches. You see, up until then, people just carried pocket watches. Your great-granddaddy wore that watch every day he was in the war. Then when he had done his duty, he went home to your great- grandmother, took the watch off his wrist and put it in an ol' coffee can. And in that can it stayed 'til your grandfather Dane Coolidge was called upon by his country to go overseas and fight the Germans once again. This time they called it World War Two. Your great-granddaddy gave it to your granddad for good luck. Unfortunately, Dane's luck wasn't as good as his old man's. Your granddad was a Marine and he was killed with all the other Marines at the battle of Wake Island. Your granddad was facing death and he knew it. None of those boys had any illusions about ever leavin' that island alive. So three days before the Japanese took the island, your 22-year old grandfather asked a gunner on an Air Force transport named Winocki, a man he had never met before in his life, to deliver to his infant son, who he had never seen in the flesh, his gold watch. Three days later, your grandfather was dead. But Winocki kept his word. After the war was over, he paid a visit to your grandmother, delivering to your infant father, his Dad's gold watch. This watch. This watch was on your Daddy's wrist when he was shot down over Hanoi. He was captured and put in a Vietnamese prison camp. Now he knew if the gooks ever saw the watch it'd be confiscated. The way your Daddy looked at it, that watch was your birthright. And he'd be damned if and slopeheads were gonna put their greasy yella hands on his boy's birthright. So he hid it in the one place he knew he could hide somethin'. His ass. Five long years, he wore this watch up his ass. Then when he died of dysentery, he gave me the watch. I hid with uncomfortable hunk of metal up my ass for two years. Then, after seven years, I was sent home to my family. And now, little man, I give the watch to you.",427
548,Klondike,False,Int. Locker Room,night,"It's time, Butch.",3
549,Butch,False,Int. Locker Room,night,I'm ready.,2
550,Sportscaster #1,True,Int. Locker Room,night,"– Well Dan, that had to be the bloodiest and, hands-down, the most brutal fight this city has ever seen.",20
551,Sportscaster #1,True,Ext. Alley (Raining),night,...Coolidge was out of there faster than I've ever seen a victorious boxer vacate the ring. Do you think he knew Willis was dead?,24
552,Sportscaster #2,True,Ext. Alley (Raining),night,"My guess would be yes, Richard. I could see from my position here, the frenzy in his eyes give way to the realization of what he was doing. I think any man would've left the ring that fast.",38
553,Sportscaster #1,True,Int. Taxi (Parked/Raining),night,Do you feel this ring death tragedy will have an effect on the world of boxing?,16
554,Sportscaster #2,True,Int. Taxi (Parked/Raining),night,"Oh Dan, a tragedy like this can't help but shake the world of boxing to its very foundation. But it's of paramount importance that during the sad weeks ahead, the eyes of the W.B.A. remain firmly fixed on the –",40
555,Esmarelda,False,Int. Taxi (Parked / Raining),night,Are you the man I was supposed to pick up?,10
556,Butch,False,Int. Taxi (Parked / Raining),night,"If you're the cab I called, I'm the guy you're supposed to pick up.",14
557,Esmarelda,False,Int. Taxi (Parked / Raining),night,Where to?,2
558,Butch,False,Int. Taxi (Parked / Raining),night,Outta here.,2
559,Vincent,False,Int. Willis Locker Room (Auditorium),night,Mia. How you doin'?,4
560,Mia,False,Int. Willis Locker Room (Auditorium),night,Great. I never thanked you for the dinner.,8
561,Marsellus,True,Int. Willis Locker Room (Auditorium),night,What'cha got?,2
562,English Dave,False,Int. Willis Locker Room (Auditorium),night,He booked.,2
563,Marsellus,True,Int. Willis Locker Room (Auditorium),night,"I'm prepared to scour the earth for this motherfucker. If Butch goes to Indo China, I want a nigger hidin' in a bowl of rice, ready to pop a cap in his ass.",33
564,English Dave,False,Int. Willis Locker Room (Auditorium),night,I'll take care of it.,5
565,Butch,False,Int. Cab (Moving / Raining),night,"Hey, how do I open the window back here?",9
566,Esmarelda,False,Int. Cab (Moving / Raining),night,I have to do it.,5
567,Esmarelda,False,Int. Cab (Moving / Raining),night,"Hey, mister?",2
568,Butch,False,Int. Cab (Moving / Raining),night,What?,1
569,Esmarelda,False,Int. Cab (Moving / Raining),night,You were in that fight? The fight on the radio – you're the fighter?,14
570,Butch,False,Int. Cab (Moving / Raining),night,Whatever gave you that idea?,5
571,Esmarelda,False,Int. Cab (Moving / Raining),night,"No c'mon, you're him, I know you're him, tell me you're him.",12
572,Butch,False,Int. Cab (Moving / Raining),night,I'm him.,2
573,Esmarelda,False,Int. Cab (Moving / Raining),night,You killed the other boxing man.,6
574,Butch,False,Int. Cab (Moving / Raining),night,He's dead?,2
575,Esmarelda,False,Int. Cab (Moving / Raining),night,The radio said he was dead.,6
576,Butch,False,Int. Cab (Moving / Raining),night,"Sorry 'bout that, Floyd.",4
577,Esmarelda,False,Int. Cab (Moving / Raining),night,What does it feel like?,5
578,Butch,False,Int. Cab (Moving / Raining),night,What does what feel like?,5
579,Esmarelda,False,Int. Cab (Moving / Raining),night,Killing a man. Beating another man to death with your bare hands.,12
580,Butch,False,Int. Cab (Moving / Raining),night,Are you some kinda weirdo?,5
581,Esmarelda,False,Int. Cab (Moving / Raining),night,"No, it's a subject I have much interest in. You are the first person I ever met who has killed somebody. So, what was it like to kill a man?",30
582,Butch,False,Int. Cab (Moving / Raining),night,"Tell ya what, you give me one of them cigarettes, I'll give you an answer.",15
583,Esmarelda,False,Int. Cab (Moving / Raining),night,Deal!,1
584,Butch,False,Int. Cab (Moving / Raining),night,So...,1
585,Butch,False,Int. Cab (Moving / Raining),night,...Esmarelda Villalobos – is that Mexican?,6
586,Esmarelda,False,Int. Cab (Moving / Raining),night,"The name is Spanish, but I'm Columbian.",7
587,Butch,False,Int. Cab (Moving / Raining),night,It's a very pretty name.,5
588,Esmarelda,False,Int. Cab (Moving / Raining),night,"It mean ""Esmarelda of the wolves.""",6
589,Butch,False,Int. Cab (Moving / Raining),night,"That's one hell of a name you got there, sister.",10
590,Esmarelda,False,Int. Cab (Moving / Raining),night,Thank you. And what is your name?,7
591,Butch,False,Int. Cab (Moving / Raining),night,Butch.,1
592,Esmarelda,False,Int. Cab (Moving / Raining),night,Butch. What does it mean?,5
593,Butch,False,Int. Cab (Moving / Raining),night,"I'm an American, our names don't mean shit. Anyway, moving right along, what is it you wanna know, Esmarelda?",19
594,Esmarelda,False,Int. Cab (Moving / Raining),night,I want to know what it feels like to kill a man –,13
595,Butch,False,Int. Cab (Moving / Raining),night,"– I couldn't tell ya. I didn't know he was dead 'til you told me he was dead. Now I know he's dead, do you wanna know how I feel about it?",32
596,Butch,False,Int. Cab (Moving / Raining),night,I don't feel the least little bit bad.,8
597,Butch,False,Ext. Phone Booth (Raining),night,"What'd I tell ya, soon as the word got out a fix was in, the odds would be outta control. Hey, if he was a better fighter he's be alive. If he never laced up his gloves in the first place, which he never shoulda done, he'd be alive. Enough about the poor unfortunate Mr. Floyd, let's talk about the rich and prosperous Mr. Butch. How many bookies you spread it around with? Eight? How long to collect? So by tomorrow evening, you'll have it all? Good news Scotty, real good news – I understand a few stragglers aside. Me an' Fabienne're gonna leave in the morning. It should take us a couple days to get into Knoxville. Next time we see each other, it'll be on Tennessee time.",129
598,Butch,False,Ext. Phone Booth (Raining),night,"Fabienne my love, our adventure begins.",6
599,Esmarelda,False,Ext. Motel (Stopped / Raining),night,Forty-five sixty.,2
600,Butch,False,Ext. Motel (Stopped / Raining),night,Merci beaucoup. And here's a little something for the effort.,10
601,Butch,False,Ext. Motel (Stopped / Raining),night,"Now if anybody should ask you about who your fare was tonight, what're you gonna tell 'em?",17
602,Esmarelda,False,Ext. Motel (Stopped / Raining),night,"The truth. Three well-dressed, slightly toasted, Mexicans.",7
603,Butch,False,Ext. Motel (Stopped / Raining),night,"Bon soir, Esmarelda.",3
604,Esmarelda,False,Ext. Motel (Stopped / Raining),night,"Sleep well, Butch.",3
605,Fabienne,False,Int. Motel (Room Six),night,Keep the light off.,4
606,Butch,False,Int. Motel (Room Six),night,"Is that better, sugar pop?",5
607,Fabienne,False,Int. Motel (Room Six),night,Oui. Hard day at the office?,6
608,Butch,False,Int. Motel (Room Six),night,Pretty hard. I got into a fight.,7
609,Fabienne,False,Int. Motel (Room Six),night,Poor baby. Can we make spoons?,6
610,Fabienne,False,Int. Motel (Room Six),night,I was looking at myself in the mirror.,8
611,Butch,False,Int. Motel (Room Six),night,Uh-huh?,1
612,Fabienne,False,Int. Motel (Room Six),night,I wish I had a pot.,6
613,Butch,False,Int. Motel (Room Six),night,You were lookin' in the mirror and you wish you had some pot?,13
614,Fabienne,False,Int. Motel (Room Six),night,A pot. A pot belly. Pot bellies are sexy.,9
615,Butch,False,Int. Motel (Room Six),night,"Well you should be happy, 'cause you do.",8
616,Fabienne,False,Int. Motel (Room Six),night,"Shut up, Fatso! I don't have a pot! I have a bit of a tummy, like Madonna when she did ""Lucky Star,"" it's not the same thing.",27
617,Butch,False,Int. Motel (Room Six),night,I didn't realize there was a difference between a tummy and a pot belly.,14
618,Fabienne,False,Int. Motel (Room Six),night,The difference is huge.,4
619,Butch,False,Int. Motel (Room Six),night,You want me to have a pot?,7
620,Fabienne,False,Int. Motel (Room Six),night,"No. Pot bellies make a man look either oafish, or like a gorilla. But on a woman, a pot belly is very sexy. The rest of you is normal. Normal face, normal legs, normal hips, normal ass, but with a big, perfectly round pot belly. If I had one, I'd wear a tee-shirt two sizes too small to accentuate it.",60
621,Butch,False,Int. Motel (Room Six),night,You think guys would find that attractive?,7
622,Fabienne,False,Int. Motel (Room Six),night,I don't give a damn what men find attractive. It's unfortunate what we find pleasing to the touch and pleasing to the eye is seldom the same.,27
623,Butch,False,Int. Motel (Room Six),night,"If you a pot belly, I'd punch you in it.",10
624,Fabienne,False,Int. Motel (Room Six),night,You'd punch me in my belly?,6
625,Butch,False,Int. Motel (Room Six),night,Right in the belly.,4
626,Fabienne,False,Int. Motel (Room Six),night,I'd smother you. I'd drop it on your right on your face 'til you couldn't breathe.,16
627,Butch,False,Int. Motel (Room Six),night,You'd do that to me?,5
628,Fabienne,False,Int. Motel (Room Six),night,Yes!,1
629,Butch,False,Int. Motel (Room Six),night,"Did you get everything, sugar pop?",6
630,Fabienne,False,Int. Motel (Room Six),night,"Yes, I did.",3
631,Butch,False,Int. Motel (Room Six),night,Good job.,2
632,Fabienne,False,Int. Motel (Room Six),night,Did everything go as planned?,5
633,Butch,False,Int. Motel (Room Six),night,You didn't listen to the radio?,6
634,Fabienne,False,Int. Motel (Room Six),night,I never listen to your fights. Were you the winner?,10
635,Butch,False,Int. Motel (Room Six),night,I won alright.,3
636,Fabienne,False,Int. Motel (Room Six),night,Are you still retiring?,4
637,Butch,False,Int. Motel (Room Six),night,Sure am.,2
638,Fabienne,False,Int. Motel (Room Six),night,What about the man you fought?,6
639,Butch,False,Int. Motel (Room Six),night,Floyd retired too.,3
640,Fabienne,False,Int. Motel (Room Six),night,Really?! He won't be fighting no more?!,7
641,Butch,False,Int. Motel (Room Six),night,Not no more.,3
642,Fabienne,False,Int. Motel (Room Six),night,So it all worked out in the finish?,8
643,Butch,False,Int. Motel (Room Six),night,"We ain't at the finish, baby.",6
644,Fabienne,False,Int. Motel (Room Six),night,"We're in a lot of danger, aren't we?",8
645,Fabienne,False,Int. Motel (Room Six),night,"If they find us, they'll kill us, won't they?",9
646,Fabienne,False,Int. Motel (Room Six),night,"But they won't find us, will they?",7
647,Fabienne,False,Int. Motel (Room Six),night,Do you still want me to go with you?,9
648,Fabienne,False,Int. Motel (Room Six),night,I don't want to be a burden or a nuisance -,11
649,Fabienne,False,Int. Motel (Room Six),night,Say it!,2
650,Butch,False,Int. Motel (Room Six),night,"Fabienne, I want you to be with me.",8
651,Fabienne,False,Int. Motel (Room Six),night,Forever?,1
652,Butch,False,Int. Motel (Room Six),night,...and ever.,2
653,Fabienne,False,Int. Motel (Room Six),night,Do you love me?,4
654,Butch,False,Int. Motel (Room Six),night,Oui.,1
655,Fabienne,False,Int. Motel (Room Six),night,Butch? Will you give me oral pleasure?,7
656,Butch,False,Int. Motel (Room Six),night,Will you kiss it?,4
657,Fabienne,False,Int. Motel (Room Six),night,But you first.,3
658,Fabienne,False,Int. Motel (Room Six),night,"Butch my love, the adventure begins.",6
659,Butch,False,Motel Room,,I think I cracked a rib.,6
660,Fabienne,False,Motel Room,,Giving me oral pleasure?,4
661,Butch,False,Motel Room,,"No retard, from the fight.",5
662,Fabienne,False,Motel Room,,Don't call me retard.,4
663,Butch,False,Motel Room,,My name is Fabby! My name is Fabby!,8
664,Fabienne,False,Motel Room,,Shut up fuck head! I hate that Mongoloid voice.,9
665,Butch,False,Motel Room,,"Okay, sorry, sorry, sorry, I take it back! Can I have a towel please, Miss Beautiful Tulip.",17
666,Fabienne,False,Motel Room,,"Oh I like that, I like being called a tulip. Tulip is much better than Mongoloid.",16
667,Butch,False,Motel Room,,"I didn't call you a Mongoloid, I called you a retard, but I took it back.",16
668,Butch,False,Motel Room,,Merci beaucoup.,2
669,Fabienne,False,Motel Room,,Butch?,1
670,Butch,False,Motel Room,,"Yes, lemon pie.",3
671,Fabienne,False,Motel Room,,Where are we going to go?,6
672,Butch,False,Motel Room,,"I'm not sure yet. Wherever you want. We're gonna get a lot of money from this. But it ain't gonna be so much, we can live like hogs in the fat house forever. I was thinking we could go somewhere in the South Pacific. The kinda money we'll have'll carry us a long way down there.",56
673,Fabienne,False,Motel Room,,"So if we wanted, we could live in Bora Bora?",10
674,Butch,False,Motel Room,,"You betcha. And if after awhile you don't dig Bora Bora, then we can move over to Tahiti or Mexico.",20
675,Fabienne,False,Motel Room,,But I do not speak Spanish.,6
676,Butch,False,Motel Room,,"You don't speak Bora Boran either. Besides, Mexican is easy: Donde esta el zapataria?",14
677,Fabienne,False,Motel Room,,What does that mean?,4
678,Butch,False,Motel Room,,Where's the shoe store?,4
679,Fabienne,False,Motel Room,,Donde esta el zapataria?,4
680,Butch,False,Motel Room,,Excellent pronunciation. You'll be my little mama ceta in no time.,11
681,Butch,True,Motel Room,,Que hora es?,3
682,Fabienne,False,Motel Room,,Que hora es?,3
683,Butch,True,Motel Room,,What time is it?,4
684,Fabienne,False,Motel Room,,What time is it?,4
685,Butch,True,Motel Room,,"Time for bed. Sweet dream, jellybean.",6
686,Fabienne,False,Motel Room,,Butch.,1
687,Fabienne,False,Motel Room,,Forget it.,2
688,Fabienne,False,Motel Room,morning,Merde! You startled me. Did you have a bad dream?,10
689,Butch,False,Motel Room,morning,What are you watching?,4
690,Fabienne,False,Motel Room,morning,"A motorcycle movie, I'm not sure the name.",8
691,Butch,False,Motel Room,morning,Are you watchin' it?,4
692,Fabienne,False,Motel Room,morning,In a way. Why? Would you like for me to switch it off?,13
693,Butch,False,Motel Room,morning,Would you please?,3
694,Butch,False,Motel Room,morning,It's a little too early in the morning for explosions and war.,12
695,Fabienne,False,Motel Room,morning,What was it about?,4
696,Butch,False,Motel Room,morning,"How should I know, you were the one watchin' it.",10
697,Fabienne,False,Motel Room,morning,"No, imbecile, what was your dream about?",7
698,Butch,False,Motel Room,morning,"Oh, I... don't remember. It's really rare I remember a dream.",11
699,Fabienne,False,Motel Room,morning,You just woke up from it.,6
700,Butch,False,Motel Room,morning,"Fabienne, I'm not lying to you, I don't remember.",9
701,Fabienne,False,Motel Room,morning,"Well, let's look at the grumpy man in the morning. I didn't say you were lying, it's just odd you don't remember your dreams. I always remember mine. Did you know you talk in your sleep?",36
702,Butch,False,Motel Room,morning,"I don't talk in my sleep, do I talk in my sleep?",12
703,Fabienne,False,Motel Room,morning,You did last night.,4
704,Butch,False,Motel Room,morning,What did I say?,4
705,Fabienne,False,Motel Room,morning,I don't know. I couldn't understand you.,7
706,Fabienne,False,Motel Room,morning,Why don't you get up and we'll get some breakfast at that breakfast place with the pancakes.,17
707,Butch,False,Motel Room,morning,One more kiss and I'll get up.,7
708,Fabienne,False,Motel Room,morning,Satisfied?,1
709,Butch,False,Motel Room,morning,Yep.,1
710,Fabienne,False,Motel Room,morning,"Then get up, lazy bones.",5
711,Butch,False,Motel Room,morning,What time is it?,4
712,Fabienne,False,Motel Room,morning,Almost nine in the morning. What time does our train arrive?,11
713,Butch,False,Motel Room,morning,Eleven.,1
714,Fabienne,False,Motel Room,morning,"I'm gonna order a big plate of blueberry pancakes with maple syrup, eggs over easy, and five sausages.",18
715,Butch,False,Motel Room,morning,Anything to drink with that?,5
716,Fabienne,False,Motel Room,morning,"Oh yes, that looks nice. To drink, a tall glass or orange juice and a black cup of coffee. After that, I'm going to have a slice of pie.",29
717,Butch,False,Motel Room,morning,Pie for breakfast?,3
718,Fabienne,False,Motel Room,morning,"Any time of the day is a good time for pie. Blueberry pie to go with the pancakes. And on top, a thin slice of melted cheese –",28
719,Butch,False,Motel Room,morning,– where's my watch?,4
720,Fabienne,False,Motel Room,morning,It's there.,2
721,Butch,False,Motel Room,morning,"No, it's not. It's not here.",6
722,Fabienne,False,Motel Room,morning,Have you looked?,3
723,Butch,False,Motel Room,morning,Yes I've fuckin' looked!!,4
724,Butch,False,Motel Room,morning,What the fuck do you think I'm doing?! Are you sure you got it?,14
725,Fabienne,False,Motel Room,morning,Uhhh... yes... beside the table drawer –,7
726,Butch,False,Motel Room,morning,– on the little kangaroo.,5
727,Fabienne,False,Motel Room,morning,"Yes, it was on your little kangaroo.",7
728,Butch,False,Motel Room,morning,Well it's not here!,4
729,Fabienne,False,Motel Room,morning,Well it should be!,4
730,Butch,False,Motel Room,morning,"Oh it most definitely should be here, but it's not. So where is it?",14
731,Butch,False,Motel Room,morning,"Fabienne, that was my father's fuckin' watch. You know what my father went through to git me that watch?... I don't wanna get into it right now... but he went through a lot. Now all this other shit, you coulda set on fire, but I specifically reminded you not to forget my father's watch. Now think, did you get it?",60
732,Fabienne,False,Motel Room,morning,I believe so...,3
733,Butch,False,Motel Room,morning,"You believe so? You either did, or you didn't, now which one is it?",14
734,Fabienne,False,Motel Room,morning,Then I did.,3
735,Butch,False,Motel Room,morning,Are you sure?,3
736,Fabienne,False,Motel Room,morning,No.,1
737,Butch,False,Motel Room,morning,No! It's not your fault. You left it at the apartment.,11
738,Butch,False,Motel Room,morning,"If you did leave it at the apartment, it's not your fault. I had you bring a bunch of stuff. I reminded you about it, but I didn't illustrate how personal the watch was to me. If all I gave a fuck about was my watch, I should've told you. You ain't a mind reader.",55
739,Fabienne,False,Motel Room,morning,I'm sorry.,2
740,Butch,False,Motel Room,morning,Don't be. It just means I won't be able to eat breakfast with you.,14
741,Fabienne,False,Motel Room,morning,Why does it mean that?,5
742,Butch,False,Motel Room,morning,Because I'm going back to my apartment to get my watch.,11
743,Fabienne,False,Motel Room,morning,Won't the gangsters be looking for you there?,8
744,Butch,False,Motel Room,morning,"That's what I'm gonna find out. If they are, and I don't think I can handle it, I'll split.",19
745,Fabienne,False,Motel Room,morning,"I was so dreadful. I saw your watch, I thought I brought it. I'm so sorry.",16
746,Butch,False,Motel Room,morning,"Don't feel bad, sugar pop. Nothing you could ever do would make me permanently angry at you. I love you, remember? Now here's some money, order those pancakes and have a great breakfast.",33
747,Fabienne,False,Motel Room,morning,Don't go.,2
748,Butch,False,Motel Room,morning,"I'll be back before you can say, blueberry pie.",9
749,Fabienne,False,Motel Room,morning,Blueberry pie.,2
750,Butch,False,Motel Room,morning,"Well maybe not that fast, but fast. Okay? Okay?",9
751,Fabienne,False,Motel Room,morning,Okay.,1
752,Butch,False,Motel Room,morning,"Bye-bye, sugar pop.",3
753,Fabienne,False,Motel Room,morning,Bye.,1
754,Butch,False,Motel Room,morning,I'm gonna take your Honda.,5
755,Fabienne,False,Motel Room,morning,Okay.,1
756,Butch,False,Int. Honda (Moving),day,"Of all the fuckin' things she coulda forgot, she forgets my father's watch. I specifically reminded her not to forget it. ""Bedside table – on the kangaroo."" I said the words: ""Don't forget my father's watch.""",36
757,Butch,False,Int. Butch'S Apartment,day,Holy shit.,2
758,Butch,False,Int. Honda,day,"That's how you're gonna beat 'em, Butch. They keep underestimatin' ya.",11
759,Pedestrian,False,Int. Honda,day,"Jesus, are you okay?",4
760,Butch,False,Int. Honda,day,I guess.,2
761,Gawker #1,False,Int. Honda,day,He's dead! He's dead!,4
762,Gawker #2,False,Int. Honda,day,"If you need a witness in court, I'll be glad to help. He was a drunken maniac. He hit you and crashed into that car.",25
763,Marsellus,False,Int. Honda,day,Who?,1
764,Gawker #2,False,Int. Honda,day,Him.,1
765,Marsellus,False,Int. Honda,day,"Well, I'll be damned.",4
766,Butch,False,Int. Honda,day,Sacre bleu.,2
767,Looky-Loo Woman,False,Int. Honda,day,"Oh my God, I've been shot!",6
768,Maynard,False,Int. Mason-Dixie Pawnshop,day,Can I help you wit' somethin'?,6
769,Butch,False,Int. Mason-Dixie Pawnshop,day,Shut up!,2
770,Maynard,False,Int. Mason-Dixie Pawnshop,day,Now you just wait one goddamn minute –,8
771,Butch,False,Int. Mason-Dixie Pawnshop,day,"So you like chasing people, huh?",6
772,Butch,False,Int. Mason-Dixie Pawnshop,day,"Well guess what, big man, you caught me –",9
773,Maynard,True,Int. Mason-Dixie Pawnshop,day,"– hold it right there, godammit!",6
774,Butch,False,Int. Mason-Dixie Pawnshop,day,"Look mister, this ain't any of your business –",9
775,Maynard,False,Int. Mason-Dixie Pawnshop,day,– I'm makin' it my business! Now toss that gun!,10
776,Maynard,False,Int. Mason-Dixie Pawnshop,day,"Now you on top, stand up and come to the counter.",11
777,Maynard,False,Int. Mason-Dixie Pawnshop,day,Zed? It's Maynard. The spider just caught a coupl'a flies.,10
778,Maynard,False,Int. Pawnshop Back Room,day,Nobody kills anybody in my place of business except me or Zed.,12
779,Maynard,False,Int. Pawnshop Back Room,day,That's Zed.,2
780,Zed,False,Int. Pawnshop Back Room,day,You said you waited for me?,6
781,Maynard,False,Int. Pawnshop Back Room,day,I did.,2
782,Zed,False,Int. Pawnshop Back Room,day,Then how come they're all beat up?,7
783,Maynard,False,Int. Pawnshop Back Room,day,They did that to each other. They was fightin' when they came in. This one was gonna shoot that one.,20
784,Zed,False,Int. Pawnshop Back Room,day,You were gonna shoot him?,5
785,Zed,False,Int. Pawnshop Back Room,day,"Hey, is Grace gonna be okay in front of this place?",11
786,Maynard,False,Int. Pawnshop Back Room,day,"Yeah, it ain't Tuesday is it?",6
787,Zed,False,Int. Pawnshop Back Room,day,"No, it's Thursday.",3
788,Maynard,False,Int. Pawnshop Back Room,day,Then she'll be fine.,4
789,Zed,False,Int. Pawnshop Back Room,day,Bring out The Gimp.,4
790,Maynard,False,Int. Pawnshop Back Room,day,I think The Gimp's sleepin'.,5
791,Zed,False,Int. Pawnshop Back Room,day,"Well, I guess you'll just wake 'em up then, won't you?",11
792,Maynard,False,Int. Pawnshop Back Room,day,Wake up!,2
793,Maynard,False,Int. Pawnshop Back Room,day,Down!,1
794,Maynard,False,Int. Pawnshop Back Room,day,Who's first?,2
795,Zed,False,Int. Pawnshop Back Room,day,I ain't fer sure yet.,5
796,Zed,False,Int. Pawnshop Back Room,day,Wanna do it here?,4
797,Maynard,False,Int. Pawnshop Back Room,day,"Naw, drag big boy to Russell's old room.",8
798,Maynard,False,Int. Pawnshop Back Room,day,Up!,1
799,Maynard,False,Int. Pawnshop Back Room,day,Keep an eye on this one.,6
800,Maynard,True,Int. Pawnshop Back Room,day,"Whoa, this boy's got a bit of fight in 'em!",10
801,Zed,True,Int. Pawnshop Back Room,day,"You wanna fight? You wanna fight? Good, I like to fight!",11
802,Maynard,True,Int. Pawnshop Back Room,day,"That's it... that's it boy, you're goin' fine. Oooooooh, just like that... that's good. Stay still... stay still goddamn ya! Zed goddammit, git over here and hold 'em!",28
803,The Gimp,False,Int. Pawnshop Back Room,day,Huhng?,1
804,Butch,False,Int. Russell'S Old Room,day,Hey hillbilly.,2
805,Butch,False,Int. Russell'S Old Room,day,"You want that gun, Zed? Pick it up.",8
806,Marsellus,True,Int. Russell'S Old Room,day,"Step aside, Butch.",3
807,Butch,False,Int. Russell'S Old Room,day,You okay?,2
808,Marsellus,False,Int. Russell'S Old Room,day,Naw man. I'm pretty fuckin' far from okay!,8
809,Butch,False,Int. Russell'S Old Room,day,What now?,2
810,Marsellus,False,Int. Russell'S Old Room,day,"What now? Well let me tell you what now. I'm gonna call a couple pipe- hittin' niggers, who'll go to work on homes here with a pair of pliers and a blow torch. Hear me talkin' hillbilly boy?! I ain't through with you by a damn sight. I'm gonna git Medieval on your ass.",54
811,Butch,False,Int. Russell'S Old Room,day,"I meant what now, between me and you?",8
812,Marsellus,False,Int. Russell'S Old Room,day,"Oh, that what now? Well, let me tell ya what now between me an' you. There is no me an' you. Not no more.",24
813,Butch,False,Int. Russell'S Old Room,day,So we're cool?,3
814,Marsellus,False,Int. Russell'S Old Room,day,"Yeah man, we're cool. One thing I ask – two things I ask: Don't tell nobody about this. This shit's between me and you and the soon-to-be-livin'- the-rest-of-his-short-ass-life-in- agonizing-pain, Mr. Rapist here. It ain't nobody else's business. Two: leave town. Tonight. Right now. And when you're gone, stay gone. You've lost your Los Angeles privileges. Deal?",56
815,Butch,False,Int. Russell'S Old Room,day,Deal.,1
816,Marsellus,False,Int. Russell'S Old Room,day,"Go on now, get your ass outta here.",8
817,Marsellus,False,Int. Russell'S Old Room,day,"Hello Mr. Wolf, it's Marsellus. Gotta bit of a situation.",10
818,Fabienne,True,Ext. Motel Room,day,"Butch, I was so worried!",5
819,Butch,False,Ext. Motel Room,day,"Honey, grab your radio and your purse and let's go!",10
820,Fabienne,True,Ext. Motel Room,day,But what about all our bags?,6
821,Butch,False,Ext. Motel Room,day,Fuck the bags. We'll miss our train if we don't split now.,12
822,Fabienne,True,Ext. Motel Room,day,Is everything well? Are we in danger?,7
823,Butch,False,Ext. Motel Room,day,"We're cool. In fact, we're super- cool. But we gots to go. I'll wait for you outside.",17
824,Fabienne,False,Ext. Motel Room,day,Where did you get this motorcycle?,6
825,Butch,False,Ext. Motel Room,day,"It's a chopper, baby, hop on.",6
826,Fabienne,False,Ext. Motel Room,day,What happened to my Honda?,5
827,Butch,False,Ext. Motel Room,day,"Sorry baby, I crashed the Honda.",6
828,Fabienne,False,Ext. Motel Room,day,You're hurt?,2
829,Butch,False,Ext. Motel Room,day,"I might've broke my nose, no biggie. Hop on.",9
830,Butch,False,Ext. Motel Room,day,"Honey, we gotta hit the fuckin' road!",7
831,Butch,False,Ext. Motel Room,day,"I'm sorry, baby-love.",3
832,Fabienne,False,Ext. Motel Room,day,"You were gone so long, I started to think dreadful thoughts.",11
833,Butch,False,Ext. Motel Room,day,"I'm sorry I worried you, sweetie. Everything's fine. Hey, how was breakfast?",12
834,Fabienne,False,Ext. Motel Room,day,It was good –,4
835,Butch,False,Ext. Motel Room,day,– did you get the blueberry pancakes?,7
836,Fabienne,False,Ext. Motel Room,day,"No, they didn't have blueberry pancakes, I had to get buttermilk – are you sure you're okay?",17
837,Butch,False,Ext. Motel Room,day,"Baby-love, from the moment I left you, this has been without a doubt the single weirdest day of my entire life. Climb on an' I'll tell ya about it.",29
838,Fabienne,False,Ext. Motel Room,day,"Butch, whose motorcycle is this?",5
839,Butch,False,Ext. Motel Room,day,It's a chopper.,3
840,Fabienne,False,Ext. Motel Room,day,Whose chopper is this?,4
841,Butch,False,Ext. Motel Room,day,Zed's.,1
842,Fabienne,False,Ext. Motel Room,day,Who's Zed?,2
843,Butch,False,Ext. Motel Room,day,"Zed's dead, baby, Zed's dead.",5
844,Jules,True,Ext. Motel Room,day,"You ever read the Bible, Brett?",6
845,Brett,True,Ext. Motel Room,day,Yes!,1
